,error message,script,time_stamp,timestamp
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""class name"",""selector"":""coreSpriteRightPaginationArrow""}
  (Session info: chrome=63.0.3239.108)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 246",Follow and like by tag,2018-01-07 13:17:03.506537,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""react-root""]/section/main/article/header/section/ul/li[2]/a/span""}
  (Session info: chrome=63.0.3239.108)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 246",Follow and like by tag,2018-01-07 13:44:00.400256,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""react-root""]/section/nav/div[2]/div/div/div[2]/input""}
  (Session info: chrome=63.0.3239.108)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 231",Follow and like by tag,2018-01-07 14:04:29.205959,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""react-root""]/section/main/article/div[2]/div[1]/div[13]/div[1]/a/div""}
  (Session info: chrome=63.0.3239.108)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 370",Liking people who liked us script,2018-01-07 15:06:21.107515,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""react-root""]/section/main/article/header/section/ul/li[3]/a/span""}
  (Session info: chrome=63.0.3239.108)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 237",Follow and like by tag,2018-01-07 15:07:38.049879,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""react-root""]/section/main/article/div[2]/div[1]/div[22]/div[1]/a/div""}
  (Session info: chrome=63.0.3239.108)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 370",Liking people who liked us script,2018-01-07 15:08:26.386643,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""react-root""]/section/main/article/header/section/ul/li[3]/a/span""}
  (Session info: chrome=63.0.3239.108)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 246",Follow and like by tag,2018-01-07 15:11:11.033961,
0,"<class 'OSError'>, [WinError 10048] Only one usage of each socket address (protocol/network address/port) is normally permitted, line: 252",Follow and like by tag,2018-01-07 17:16:24.058134,
0,"<class 'IndexError'>, list index out of range, line: 187",new FOLLOW script,2018-01-08 01:53:46.432001,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""react-root""]/section/main/article/div[2]/div[1]/div[1]/div[1]/a/div""}
  (Session info: chrome=63.0.3239.108)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 249",Follow and like by tag,2018-01-08 07:49:11.563241,
0,"<class 'selenium.common.exceptions.TimeoutException'>, Message: timeout
  (Session info: chrome=63.0.3239.108)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 87",new FOLLOW script,2018-01-08 10:46:10.248581,
0,"<class 'IndexError'>, list index out of range, line: 187",new FOLLOW script,2018-01-08 10:54:49.641045,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""react-root""]/section/main/article/div[2]/div[1]/div[9]/div[1]/a/div""}
  (Session info: chrome=63.0.3239.108)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 370",Liking people who liked us script,2018-01-08 17:44:16.585442,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""react-root""]/section/main/article/div[2]/div[1]/div[1]/div[1]/a/div""}
  (Session info: chrome=63.0.3239.108)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 249",Follow and like by tag,2018-01-08 17:54:11.163350,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""react-root""]/section/main/article/div[2]/div[1]/div[1]/div[1]/a/div""}
  (Session info: chrome=63.0.3239.108)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 249",Follow and like by tag,2018-01-08 23:51:40.752890,
0,"<class 'ValueError'>, invalid literal for int() with base 10: '1094 following', line: 199",new FOLLOW script,2018-01-09 04:33:39.502796,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""react-root""]/section/main/article/div[2]/div[1]/div[1]/div[1]/a/div""}
  (Session info: chrome=63.0.3239.108)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 249",Follow and like by tag,2018-01-09 10:24:16.370195,
0,"<class 'IndexError'>, list index out of range, line: 187",new FOLLOW script,2018-01-09 11:54:09.144063,
0,"<class 'IndexError'>, list index out of range, line: 187",new FOLLOW script,2018-01-09 12:44:09.633358,
0,"<class '_pickle.UnpicklingError'>, pickle data was truncated, line: 138",Follow Famous people followers,2018-01-09 16:58:38.019034,
0,"<class 'ValueError'>, invalid literal for int() with base 10: '1345 following', line: 199",new FOLLOW script,2018-01-10 01:20:25.702841,
0,"<class 'IndexError'>, list index out of range, line: 187",new FOLLOW script,2018-01-10 12:29:20.270501,
0,"<class 'OSError'>, [WinError 10048] Only one usage of each socket address (protocol/network address/port) is normally permitted, line: 252",Follow and like by tag,2018-01-10 13:56:00.763391,
0,"<class 'selenium.common.exceptions.TimeoutException'>, Message: timeout
  (Session info: chrome=63.0.3239.108)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 374",Liking people who liked us script,2018-01-10 21:35:08.183769,
0,"<class 'EOFError'>, Ran out of input, line: 206",Unfollow from Pickle,2018-01-10 21:38:06.003903,
0,"<class 'ValueError'>, invalid literal for int() with base 10: '1595 following', line: 199",new FOLLOW script,2018-01-10 23:19:55.328679,
0,"<class 'selenium.common.exceptions.WebDriverException'>, Message: unknown error: Chrome failed to start: crashed
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 342",Liking people who liked us script,2018-01-11 00:04:42.930143,
0,"<class 'EOFError'>, Ran out of input, line: 198",Unfollow from Pickle,2018-01-11 01:51:07.545604,
0,"<class '_pickle.UnpicklingError'>, pickle data was truncated, line: 187",new FOLLOW script,2018-01-11 08:55:38.329595,
0,"<class 'EOFError'>, Ran out of input, line: 187",new FOLLOW script,2018-01-11 13:07:18.117919,
0,"<class 'EOFError'>, Ran out of input, line: 187",new FOLLOW script,2018-01-11 16:21:15.108494,
0,"<class 'selenium.common.exceptions.WebDriverException'>, Message: unknown error: cannot focus element
  (Session info: chrome=63.0.3239.108)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 96",Unfollow from Pickle,2018-01-11 23:02:45.266155,
0,"<class 'OSError'>, [WinError 10048] Only one usage of each socket address (protocol/network address/port) is normally permitted, line: 252",Follow and like by tag,2018-01-11 23:10:20.589115,
0,"<class 'IndexError'>, list index out of range, line: 187",new FOLLOW script,2018-01-11 23:29:33.287922,
0,"<class 'OSError'>, [WinError 10048] Only one usage of each socket address (protocol/network address/port) is normally permitted, line: 252",Follow and like by tag,2018-01-12 17:51:50.693423,
0,"<class 'OSError'>, [WinError 10048] Only one usage of each socket address (protocol/network address/port) is normally permitted, line: 374",Liking people who liked us script,2018-01-12 17:51:51.036458,
0,"<class 'selenium.common.exceptions.WebDriverException'>, Message: unknown error: Chrome failed to start: crashed
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 91",Unfollow from Pickle,2018-01-12 18:54:03.644200,
0,"<class 'EOFError'>, Ran out of input, line: 207",Unfollow from Pickle,2018-01-12 20:11:02.625183,
0,"<class 'EOFError'>, Ran out of input, line: 207",Unfollow from Pickle,2018-01-12 23:19:59.812280,
0,"<class 'selenium.common.exceptions.WebDriverException'>, Message: unknown error: Chrome failed to start: crashed
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 91",Unfollow from Pickle,2018-01-13 00:14:23.614449,
0,"<class '_pickle.UnpicklingError'>, pickle data was truncated, line: 187",new FOLLOW script,2018-01-13 03:07:26.561418,
0,"<class 'selenium.common.exceptions.WebDriverException'>, Message: unknown error: Chrome failed to start: crashed
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 90",Unfollow from Pickle,2018-01-13 03:43:23.230754,
0,"<class 'IndexError'>, list index out of range, line: 187",new FOLLOW script,2018-01-13 09:20:29.083527,
0,"<class 'IndexError'>, list index out of range, line: 187",new FOLLOW script,2018-01-13 10:09:50.620519,
0,"<class 'IndexError'>, list index out of range, line: 187",new FOLLOW script,2018-01-14 01:53:19.295562,
0,"<class 'IndexError'>, list index out of range, line: 187",new FOLLOW script,2018-01-14 02:14:27.311442,
0,"<class 'IndexError'>, list index out of range, line: 187",new FOLLOW script,2018-01-14 04:18:41.423273,
0,"<class 'IndexError'>, list index out of range, line: 374",Liking people who liked us script,2018-01-14 11:11:54.673281,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""react-root""]/section/main/article/div[2]/div[1]/div[23]/div[3]/a/div""}
  (Session info: chrome=63.0.3239.132)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 370",Liking people who liked us script,2018-01-14 12:48:56.244547,
0,"<class '_pickle.UnpicklingError'>, pickle data was truncated, line: 92",Unfollow from Pickle,2018-01-14 14:35:16.287439,
0,"<class '_pickle.UnpicklingError'>, pickle data was truncated, line: 138",Follow Famous people followers,2018-01-14 18:08:53.460465,
0,"<class 'ValueError'>, invalid literal for int() with base 10: '1686 following', line: 199",new FOLLOW script,2018-01-14 22:54:16.489970,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""class name"",""selector"":""_rf3jb""}
  (Session info: chrome=63.0.3239.132)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 162",Unfollow from Pickle,2018-01-15 02:38:19.118498,
0,"<class '_pickle.UnpicklingError'>, pickle data was truncated, line: 187",new FOLLOW script,2018-01-15 05:13:54.543047,
0,"<class 'EOFError'>, Ran out of input, line: 187",new FOLLOW script,2018-01-15 05:57:53.881769,
0,"<class '_pickle.UnpicklingError'>, pickle data was truncated, line: 206",Unfollow from Pickle,2018-01-15 11:07:48.767066,
0,"<class 'IndexError'>, list index out of range, line: 187",new FOLLOW script,2018-01-15 11:46:28.087618,
0,"<class '_pickle.UnpicklingError'>, pickle data was truncated, line: 138",Follow Famous people followers,2018-01-15 18:08:15.320270,
0,"<class 'EOFError'>, Ran out of input, line: 187",new FOLLOW script,2018-01-15 21:10:54.892967,
0,"<class 'EOFError'>, Ran out of input, line: 138",Follow Famous people followers,2018-01-16 00:04:05.146331,
0,"<class 'selenium.common.exceptions.StaleElementReferenceException'>, Message: stale element reference: element is not attached to the page document
  (Session info: chrome=63.0.3239.132)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 173",Unfollow from Pickle,2018-01-16 06:10:59.487087,
0,"<class 'ValueError'>, invalid literal for int() with base 10: '2110 following', line: 199",new FOLLOW script,2018-01-16 07:47:27.368412,
0,"<class 'selenium.common.exceptions.TimeoutException'>, Message: timeout
  (Session info: chrome=63.0.3239.132)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 374",Liking people who liked us script,2018-01-16 15:19:52.792795,
0,"<class 'IndexError'>, list index out of range, line: 187",new FOLLOW script,2018-01-16 16:53:11.168330,
0,"<class 'EOFError'>, Ran out of input, line: 187",new FOLLOW script,2018-01-16 17:38:35.489865,
0,"<class '_pickle.UnpicklingError'>, pickle data was truncated, line: 189",Unfollow from Pickle,2018-01-16 19:51:17.947533,
0,"<class 'EOFError'>, Ran out of input, line: 177",Unfollow from Pickle,2018-01-16 20:25:04.726501,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""react-root""]/section/main/article/div[2]/div[1]/div[1]/div[1]/a/div""}
  (Session info: chrome=63.0.3239.132)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 249",Follow and like by tag,2018-01-16 20:43:16.419437,
0,"<class 'EOFError'>, Ran out of input, line: 187",new FOLLOW script,2018-01-16 21:10:18.332458,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""react-root""]/section/main/article/div[2]/div[1]/div[1]/div[1]/a/div""}
  (Session info: chrome=63.0.3239.132)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 249",Follow and like by tag,2018-01-16 22:14:31.339999,
0,"<class 'selenium.common.exceptions.StaleElementReferenceException'>, Message: stale element reference: element is not attached to the page document
  (Session info: chrome=63.0.3239.132)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 118",new FOLLOW script,2018-01-17 03:27:26.406036,
0,"<class 'selenium.common.exceptions.StaleElementReferenceException'>, Message: stale element reference: element is not attached to the page document
  (Session info: chrome=63.0.3239.132)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 118",new FOLLOW script,2018-01-17 04:29:56.433716,
0,"<class 'selenium.common.exceptions.StaleElementReferenceException'>, Message: stale element reference: element is not attached to the page document
  (Session info: chrome=63.0.3239.132)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 132",new FOLLOW script,2018-01-17 10:31:32.988681,
0,"<class 'selenium.common.exceptions.WebDriverException'>, Message: unknown error: cannot create default profile directory
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 160",Valeria new unfollowing script,2018-01-17 11:25:02.095717,
0,"<class 'IndexError'>, list index out of range, line: 187",new FOLLOW script,2018-01-17 12:52:54.033066,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""react-root""]/section/main/article/div[2]/div[1]/div[1]/div[1]/a/div""}
  (Session info: chrome=63.0.3239.132)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 249",Follow and like by tag,2018-01-18 12:15:29.593307,
0,"<class '_pickle.UnpicklingError'>, pickle data was truncated, line: 187",new FOLLOW script,2018-01-18 18:35:54.687378,
0,"<class 'IndexError'>, list index out of range, line: 187",new FOLLOW script,2018-01-18 22:49:33.519661,
0,"<class '_pickle.UnpicklingError'>, invalid load key, '\x7f'., line: 206",Unfollow from Pickle,2018-01-19 00:33:23.529087,
0,"<class 'IndexError'>, list index out of range, line: 187",new FOLLOW script,2018-01-19 08:22:38.827155,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""react-root""]/section/main/article/div[2]/div[1]/div[1]/div[1]/a/div""}
  (Session info: chrome=63.0.3239.132)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 249",Follow and like by tag,2018-01-19 08:31:17.452573,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""react-root""]/section/nav/div[2]/div/div/div[2]/input""}
  (Session info: chrome=63.0.3239.132)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 374",Liking people who liked us script,2018-01-19 14:56:47.674625,
0,"<class 'selenium.common.exceptions.TimeoutException'>, Message: timeout
  (Session info: chrome=63.0.3239.132)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 90",Unfollow from Pickle,2018-01-19 21:22:11.640612,
0,"<class 'OSError'>, [WinError 10048] Only one usage of each socket address (protocol/network address/port) is normally permitted, line: 252",Follow and like by tag,2018-01-20 14:29:19.288298,
0,"<class 'selenium.common.exceptions.NoSuchElementException'>, Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""react-root""]/section/nav/div[2]/div/div/div[2]/input""}
  (Session info: chrome=63.0.3239.132)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 374",Liking people who liked us script,2018-01-20 17:22:30.815615,
0,"<class 'selenium.common.exceptions.TimeoutException'>, Message: timeout
  (Session info: chrome=63.0.3239.132)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 87",new FOLLOW script,2018-01-20 23:34:35.326515,
0,"<class 'ConnectionResetError'>, [WinError 10054] An existing connection was forcibly closed by the remote host, line: 342",Liking people who liked us script,2018-01-22 08:06:00.122195,
0,"<class 'OSError'>, [WinError 10048] Only one usage of each socket address (protocol/network address/port) is normally permitted, line: 252",Follow and like by tag,2018-01-22 09:09:24.797014,
0,"<class 'gspread.exceptions.RequestError'>, (503, '503: b\'<!DOCTYPE html><html lang=""en""><head><meta name=""description"" content=""Web word processing, presentations and spreadsheets""><meta name=""viewport"" content=""width=device-width, initial-scale=1.0, maximum-scale=1.0, minimum-scale=1.0, user-scalable=0""><link rel=""shortcut icon"" href=""//ssl.gstatic.com/docs/common/drive_favicon1.ico""><title>Google Drive Error</title><link href=""//fonts.googleapis.com/css?family=Product+Sans"" rel=""stylesheet"" type=""text/css""><style>/* Copyright 2018 Google Inc. All Rights Reserved. */\\n.goog-inline-block{position:relative;display:-moz-inline-box;display:inline-block}* html .goog-inline-block{display:inline}*:first-child+html .goog-inline-block{display:inline}#drive-logo{margin:18px 0;position:absolute;white-space:nowrap}.docs-drivelogo-img{background-image:url(\\\'//ssl.gstatic.com/images/branding/googlelogo/1x/googlelogo_color_116x41dp.png\\\');background-size:116px 41px;display:inline-block;height:41px;vertical-align:bottom;width:116px}.docs-drivelogo-text{color:#000;display:inline-block;opacity:0.54;text-decoration:none;font-family:\\\'Product Sans\\\',Arial,Helvetica,sans-serif;font-size:32px;text-rendering:optimizeLegibility;position:relative;top:-6px;left:-7px;-webkit-font-smoothing:antialiased;-moz-osx-font-smoothing:grayscale}@media (-webkit-min-device-pixel-ratio:1.5),(min-resolution:144dpi){.docs-drivelogo-img{background-image:url(\\\'//ssl.gstatic.com/images/branding/googlelogo/2x/googlelogo_color_116x41dp.png\\\')}}</style><style type=""text/css"">body {background-color: #fff; font-family: Arial,sans-serif; font-size: 13px; margin: 0; padding: 0;}a, a:link, a:visited {color: #112ABB;}</style><style type=""text/css"">.errorMessage {font-size: 12pt; font-weight: bold; line-height: 150%;}</style></head><body><div id=""outerContainer""><div id=""innerContainer""><div style=""position: absolute; top: -80px;""><div id=""drive-logo""><a href=""/""><span class=""docs-drivelogo-img"" title=""Google logo""></span><span class=""docs-drivelogo-text"">&nbsp;Drive</span></a></div></div><p style=""padding-top: 15px"">Google Docs encountered an error. Please try reloading this page, or coming back to it in a few minutes.</p><p>To learn more about the Google Docs editors, please visit our <a href=""https://support.google.com/docs/?hl=en&p=error_help"" target=""_blank"">help center</a>.</p><p><br><b>We\\\'re sorry for the inconvenience.</b><br><i>- The Google Docs Team</i></p></div></div></body><style>#outerContainer {margin: auto; max-width: 750px;}#innerContainer {margin-bottom: 20px; margin-left: 40px; margin-right: 40px; margin-top: 80px; position: relative;}</style></html>\''), line: 184",new FOLLOW script,2018-01-22 12:12:21.558696,
0,"<class 'selenium.common.exceptions.StaleElementReferenceException'>, Message: stale element reference: element is not attached to the page document
  (Session info: chrome=63.0.3239.132)
  (Driver info: chromedriver=2.32.498550 (9dec58e66c31bcc53a9ce3c7226f0c1c5810906a),platform=Windows NT 10.0.16299 x86_64)
, line: 374",Liking people who liked us script,2018-01-23 03:53:00.175788,
